Date,Description,Debit,Credit,Balance
06/10/2018,Eftpos Purchase               06Oct10:06 1376 Opsm          \Adelaide          Au,164.00,,3604.94,
06/10/2018,Visa Purchase                 04Oct Paypal *Webjet       402935773,488.21,,3116.73,
08/10/2018,Visa Purchase                 05Oct Whetlam Pty Ltd      Adelaide,2.00,,3114.73,
08/10/2018,Visa Purchase                 05Oct Olacabs              Melbourne,21.51,,3093.22,
09/10/2018,Visa Purchase                 06Oct Olacabs              Melbourne,4.71,,3088.51,
09/10/2018,Visa Purchase                 05Oct Paypal *Spotify      353143690,5.99,,3082.52,
09/10/2018,Visa Purchase                 07Oct Hj Hindley Street    Adelaide,13.60,,3068.92,
09/10/2018,Visa Purchase                 06Oct Olacabs              Melbourne,15.07,,3053.85,
09/10/2018,Visa Purchase                 06Oct Queens Head Hotel    North Ade,16.00,,3037.85,
09/10/2018,Visa Purchase                 06Oct Queens Head Hotel    North Ade,17.00,,3020.85,
09/10/2018,Visa Purchase                 06Oct Queens Head Hotel    North Ade,17.00,,3003.85,
09/10/2018,Visa Purchase                 06Oct Queens Head Hotel    North Ade,17.40,,2986.45,
09/10/2018,Visa Purchase                 06Oct Cumberland Arms Hote Adelaide,18.00,,2968.45,
09/10/2018,Visa Purchase                 06Oct Cumberland Arms Hote Adelaide,36.00,,2932.45,
09/10/2018,Visa Purchase                 06Oct Cel A Dor Pty Ltd    Woodside,39.00,,2893.45,
10/10/2018,Ctrlink Yth All 7E1A3048503632098A,,298.20,3191.65,
10/10/2018,Visa Purchase                 08Oct Taste Baguette       Adelaide,6.50,,3185.15,
11/10/2018,The University O 1686411,,413.46,3598.61,
11/10/2018,Visa Purchase                 09Oct Boulevard Cafe       West Lake,3.60,,3595.01,
11/10/2018,Visa Purchase                 09Oct Kmart Tyre & Auto Se Castle Hi,179.00,,3416.01,
12/10/2018,Caitlin Williams Champ,,60.00,3476.01,
12/10/2018,Visa Purchase                 10Oct Adelaide Metro       Adelaide,15.00,,3461.01,
12/10/2018,Visa Purchase                 11Oct Just Guys Sa P/L     Exeter,30.00,,3431.01,
15/10/2018,Visa Purchase                 12Oct Semaphore Road Cella Semaphore,3.00,,3428.01,
16/10/2018,Visa Purchase                 13Oct Alh Venues      8916 Ramsgate,6.00,,3422.01,
16/10/2018,Visa Purchase                 13Oct The Red Deli         Taperoo,7.50,,3414.51,
16/10/2018,Visa Purchase                 13Oct Alh Venues      8916 Ramsgate,12.00,,3402.51,
16/10/2018,Visa Purchase                 12Oct Alh Venues      8916 Ramsgate,18.00,,3384.51,
16/10/2018,Visa Purchase                 12Oct Alh Venues      8916 Ramsgate,18.00,,3366.51,
16/10/2018,Visa Purchase                 12Oct The Bartley Tavern   West Lake,22.98,,3343.53,
16/10/2018,Visa Purchase                 13Oct Rebel West Lakes     West Lake,29.99,,3313.54,
16/10/2018,Visa Purchase                 12Oct Alh Venues      8916 Ramsgate,30.00,,3283.54,
19/10/2018,Internet Withdrawal           19Oct00:14 Jdearingcocktail,180.00,,3103.54,
19/10/2018,Visa Purchase                 17Oct Olacabs              Melbourne,18.62,,3084.92,
20/10/2018,Visa Purchase                 18Oct Whetlam Pty Ltd      Adelaide,3.50,,3081.42,
20/10/2018,Visa Purchase                 18Oct Whetlam Pty Ltd      Adelaide,3.50,,3077.92,
20/10/2018,Visa Purchase                 17Oct Queens Head Hotel    North Ade,15.00,,3062.92,
20/10/2018,Visa Purchase                 18Oct Woolworths      5317 Rundle Ma,16.87,,3046.05,
22/10/2018,Visa Purchase                 19Oct Whetlam Pty Ltd      Adelaide,5.30,,3040.75,
22/10/2018,Visa Purchase                 19Oct Adelaide Metro       Adelaide,15.00,,3025.75,
22/10/2018,Visa Purchase                 19Oct Coop Bookshop 5100   Bedford P,16.95,,3008.80,
23/10/2018,Ctrlink Yth All 7E1A3390503632098A,,298.20,3307.00,
23/10/2018,Visa Purchase                 21Oct Google*Google Storag G.Co Help,2.49,,3304.51,
23/10/2018,Visa Purchase                 19Oct Woolworths      5317 Rundle Ma,3.50,,3301.01,
23/10/2018,Visa Purchase                 20Oct Paypal *Adobesystem  402935773,14.29,,3286.72,
23/10/2018,Visa Purchase                 21Oct Bp Rosewater 9021    Rosewater,15.00,,3271.72,
23/10/2018,Visa Purchase                 21Oct 503399Flightcentre.C Brisbane,389.50,,2882.22,
24/10/2018,Visa Purchase                 23Oct The General          Adelaide,7.89,,2874.33,
25/10/2018,Kyle Earl,,60.00,2934.33,
25/10/2018,Visa Purchase                 23Oct Taste Baguette       Adelaide,8.00,,2926.33,
26/10/2018,Visa Purchase                 24Oct Whetlam Pty Ltd      Adelaide,3.00,,2923.33,
26/10/2018,Visa Purchase                 24Oct Vodafone             North Syd,36.14,,2887.19,
27/10/2018,Visa Purchase                 25Oct Asa Cafe Pty Ltd     Adelaide,7.00,,2880.19,
27/10/2018,Visa Purchase                 25Oct Olacabs              Melbourne,19.99,,2860.20,
27/10/2018,Visa Purchase                 24Oct Connor Clothing Pty  Adelaide,41.99,,2818.21,
29/10/2018,Visa Purchase                 26Oct Whetlam Pty Ltd      Adelaide,3.00,,2815.21,
29/10/2018,Visa Purchase                 26Oct Olacabs              Melbourne,4.01,,2811.20,
29/10/2018,Visa Purchase                 26Oct Olacabs              Melbourne,17.83,,2793.37,
30/10/2018,Visa Purchase                 28Oct City Of Adelaide     Adelaide,2.00,,2791.37,
30/10/2018,Visa Purchase                 29Oct The General          Adelaide,5.06,,2786.31,
30/10/2018,Visa Purchase                 27Oct Adelaide Metro       Adelaide,15.00,,2771.31,
30/10/2018,Visa Purchase                 27Oct General Havelock Pty Adelaide,17.00,,2754.31,
01/11/2018,Visa Purchase                 30Oct Mitcham Cinemas      Torrens P,4.80,,2749.51,
01/11/2018,Visa Purchase                 30Oct Bpampm Westlakes 776 West Lake,15.04,,2734.47,
02/11/2018,Visa Purchase                 31Oct Taste Baguette       Adelaide,7.50,,2726.97,
02/11/2018,Visa Purchase                 30Oct Paypal *Movemberfou  402935773,21.53,,2705.44,
03/11/2018,Visa Purchase                 01Nov Taste Baguette       Adelaide,3.50,,2701.94,
05/11/2018,Visa Purchase                 02Nov Whetlam Pty Ltd      Adelaide,2.00,,2699.94,
05/11/2018,Visa Purchase                 02Nov Whetlam Pty Ltd      Adelaide,3.50,,2696.44,
06/11/2018,Visa Purchase                 03Nov Big Window Pty Ltd   Adelaide,28.93,,2667.51,
07/11/2018,Ctrlink Yth All 7E1A3808503632098A,,298.20,2965.71,
07/11/2018,Eftpos Purchase               07Nov12:25 Jb Hi Fi Westlakes    West Lakes      Au,148.00,,2817.71,
07/11/2018,Visa Purchase                 05Nov Ganvan Pty Ltd       Woodville,15.00,,2802.71,
07/11/2018,Visa Purchase                 05Nov Wilson Parking Ade00 Adelaide,22.00,,2780.71,
08/11/2018,The University O 1686411,,826.92,3607.63,
08/11/2018,Visa Purchase                 05Nov Paypal *Spotify      353143690,5.99,,3601.64,
09/11/2018,Visa Purchase                 07Nov Paypal *Movemberfou  402935773,2.32,,3599.32,
10/11/2018,Visa Purchase                 08Nov Crux Cafe Pty Ltd    Semaphore,10.00,,3589.32,
10/11/2018,Visa Purchase                 08Nov Cha Bar Cafe Pty Ltd Adelaide,10.80,,3578.52,
10/11/2018,Visa Purchase                 08Nov Reading Westlakes    West Lake,29.50,,3549.02,
12/11/2018,Eftpos Purchase               12Nov11:49 Twin City Camera Houseadelaide     Sa Au,169.00,,3380.02,
12/11/2018,Atm Withdrawal                12Nov11:57 Banksa                Adelaide     5  Au,200.00,,3180.02,
13/11/2018,Eftpos Purchase               13Nov12:41 Connor Clothing Pty   Adelaide     Sa Au,259.99,,2920.03,
13/11/2018,Eftpos Purchase               13Nov12:42 Connor Clothing Pty   Adelaide     Sa Au,34.99,,2885.04,
13/11/2018,Atm Deposit                   13Nov13:37 Banksa                Adelaide     5  Au,,180.00,3065.04,
13/11/2018,Atm Deposit                   13Nov13:49 Banksa                Adelaide     5  Au,,100.00,3165.04,
13/11/2018,Chadathan Somjit Deposit,,230.00,3395.04,
13/11/2018,Visa Purchase                 10Nov Liberty Golden Grove Golden Gr,20.31,,3374.73,
14/11/2018,Visa Purchase                 13Nov The General          Adelaide,3.04,,3371.69,
14/11/2018,Visa Purchase                 13Nov Chemist Warehouse    Adelaide,3.49,,3368.20,
14/11/2018,Visa Purchase                 13Nov Coles 4964           Adelaide,9.60,,3358.60,
15/11/2018,Visa Purchase                 13Nov Whetlam Pty Ltd      Adelaide,3.50,,3355.10,
15/11/2018,Visa Purchase                 13Nov Subway Rundle Place  Adelaide,10.90,,3344.20,
15/11/2018,Visa Purchase                 13Nov Adelaide Metro       Adelaide,15.00,,3329.20,
15/11/2018,Visa Purchase                 14Nov Just Guys Sa P/L     Exeter,25.00,,3304.20,
16/11/2018,Visa Purchase                 15Nov Coles Express 6833   Hamilton,57.46,,3246.74,
17/11/2018,Visa Purchase                 15Nov Mcdonalds Hamilton   Hamilton,4.00,,3242.74,
17/11/2018,Visa Purchase                 16Nov The Shoppe           Lavers Hi,4.50,,3238.24,
17/11/2018,Visa Purchase                 16Nov Apollo Bay Hotel     Apollo Ba,8.00,,3230.24,
17/11/2018,Visa Purchase                 16Nov Apollo Bay Hotel     Apollo Ba,14.00,,3216.24,
17/11/2018,Visa Purchase                 15Nov United Seaton        Seaton,28.25,,3187.99,
17/11/2018,Visa Purchase                 15Nov Sow & Piglets Pty Lt Port Camp,83.60,,3104.39,
19/11/2018,Eftpos Purchase               19Nov18:22 Anytime Fitness       Fyshwick     Actau,163.95,,2940.44,
19/11/2018,Visa Purchase                 15Nov Caltex Bordertown    Bordertow,4.30,,2936.14,
19/11/2018,Visa Purchase                 17Nov Fruits Of The Forest Lorne,9.75,,2926.39,
19/11/2018,Visa Purchase                 16Nov Apollo Bay Bakery Pt Apollo Ba,18.50,,2907.89,
20/11/2018,Visa Purchase                 18Nov Qic Capital Parking  Canberra,2.05,,2905.84,
20/11/2018,Visa Purchase                 16Nov Caltex Apollo Bay    Apollo Ba,3.30,,2902.54,
20/11/2018,Visa Purchase                 18Nov Lets Dream Big Group Canberra,3.40,,2899.14,
20/11/2018,Visa Purchase                 17Nov Nuv Avenel Pty Ltd   South Mel,4.40,,2894.74,
20/11/2018,Visa Purchase                 18Nov Iga                  Campbell,4.79,,2889.95,
20/11/2018,Visa Purchase                 17Nov Mcdonalds Gundagai   Gundagai,4.90,,2885.05,
20/11/2018,Visa Purchase                 18Nov Big W           0122 Canberra,8.00,,2877.05,
20/11/2018,Visa Purchase                 17Nov Moons Cafe           Lorne,20.50,,2856.55,
20/11/2018,Visa Purchase                 18Nov Coles 4787           Canberra,52.92,,2803.63,
20/11/2018,Visa Purchase                 17Nov United Retail Group  Lorne,54.70,,2748.93,
20/11/2018,Visa Purchase                 17Nov Caltex               Yass,67.19,,2681.74,
21/11/2018,Eftpos Purchase               21Nov21:01 Coles 4787            Canberra        Au,66.35,,2615.39,
21/11/2018,Visa Credit                   20Nov Didichuxing          Forrest,,39.08,2654.47,
21/11/2018,Visa Purchase                 19Nov Didichuxing          Forrest,39.08,,2615.39,
22/11/2018,Eftpos Purchase               22Nov12:51 Smp*Kapital Kebabs    Fyshwick01      Au,13.40,,2601.99,
22/11/2018,The University O 1686411,,91.88,2693.87,
24/11/2018,Eftpos Purchase               24Nov17:41 Liquorland 2433       Canberra        Au,50.00,,2643.87,
26/11/2018,Eftpos Purchase               24Nov23:19 Aerial Cg   132227 \   Canberra  Act  Au,13.55,,2630.32,
26/11/2018,Eftpos Purchase               25Nov09:40 Iga                   Campbell     Actau,6.68,,2623.64,
27/11/2018,Ctrlink Yth All 7E1A4340503632098A,,298.20,2921.84,
28/11/2018,Eftpos Purchase               28Nov20:01 Coles 4787            Canberra        Au,3.95,,2917.89,
28/11/2018,Eftpos Purchase               28Nov20:18 Coles 4787            Canberra        Au,26.56,,2891.33,
29/11/2018,Visa Purchase                 27Nov Paypal *Google       402935773,2.49,,2888.84,
30/11/2018,Eftpos Purchase               30Nov18:12 Emirates Leisure Ret  Canberra Airpactau,13.00,,2875.84,
30/11/2018,Visa Purchase                 28Nov Paypal *Adobesystem  402935773,14.29,,2861.55,
30/11/2018,Visa Purchase                 27Nov Paypal *Catchofthed  402935773,97.89,,2763.66,
01/12/2018,Eftpos Purchase               30Nov23:35 Precinct Hotel        Cremorne     Vicau,19.37,,2744.29,
01/12/2018,Eftpos Purchase               01Dec00:01 Precinct Hotel        Cremorne     Vicau,29.06,,2715.23,
01/12/2018,Eftpos Purchase               01Dec01:48 Precinct Hotel        Cremorne     Vicau,29.06,,2686.17,
01/12/2018,Eftpos Purchase               01Dec03:02 Gi And Co Pty Ltd     Richmond     Vicau,15.15,,2671.02,
01/12/2018,Internet Withdrawal           01Dec09:15 Uber,27.00,,2644.02,
01/12/2018,Eftpos Purchase               01Dec11:22 Fargo And Co          Richmond     Vicau,55.00,,2589.02,
01/12/2018,Eftpos Purchase               01Dec14:35 Fargo And Co          Richmond     Vicau,38.00,,2551.02,
01/12/2018,Eftpos Purchase               01Dec17:28 Coles 0566            Richmond        Au,27.14,,2523.88,
01/12/2018,Visa Purchase                 28Nov Vodafone             North Syd,36.14,,2487.74,
03/12/2018,Atm Withdrawal                01Dec22:26 Dcp-Citiclub On Queen4 Melbourne    03Au,20.00,,2467.74,
03/12/2018,Atm Operator Fee Wdl          01Dec22:26 Dcp-Citiclub On Queen4 Melbourne    03Au,4.50,,2463.24,
03/12/2018,Eftpos Purchase               02Dec02:38 Gm Cabs Pty Ltd       Mascot       Nswau,19.22,,2444.02,
03/12/2018,Eftpos Purchase               02Dec12:39 Nj Group Pty Ltd      Melbourne Airvicau,12.95,,2431.07,
03/12/2018,Eftpos Purchase               02Dec12:56 Boost Juice Bar    \Melbourne Air     Au,8.60,,2422.47,
03/12/2018,Eftpos Purchase               02Dec13:01 Muffin Break T4       Tullamarine  Vicau,4.70,,2417.77,
03/12/2018,Eftpos Purchase               02Dec15:18 Queanbeyan 6285 100\   Canberra  Act  Au,30.66,,2387.11,
03/12/2018,Eftpos Purchase               03Dec18:52 Coles 4787            Canberra        Au,30.01,,2357.10,
03/12/2018,Eftpos Purchase               03Dec18:54 Bakers Delight Canberrcanberra     Actau,4.50,,2352.60,
05/12/2018,Eftpos Purchase               05Dec20:03 Coles 4787            Canberra        Au,5.00,,2347.60,
05/12/2018,Cea Research & D Jd1,,1726.59,4074.19,
06/12/2018,Eftpos Purchase               06Dec19:43 Target 5096           Canberra        Au,5.00,,4069.19,
08/12/2018,Eftpos Purchase               08Dec13:15 Big W           0191  Canberra Arp Actau,22.00,,4047.19,
08/12/2018,Visa Purchase                 05Dec Paypal *Google Noctu 402935773,1.08,,4046.11,
08/12/2018,Visa Purchase                 05Dec Paypal *Spotify      353143690,5.99,,4040.12,
10/12/2018,Eftpos Purchase               09Dec10:02 The Pedlar Pty Limit  Campbell     Actau,17.00,,4023.12,
10/12/2018,Eftpos Purchase               10Dec18:08 Coles Express 1574    Fyshwick        Au,20.00,,4003.12,
11/12/2018,Eftpos Purchase               11Dec18:33 Coles 4787            Canberra        Au,73.10,,3930.02,
11/12/2018,Eftpos Purchase               11Dec18:38 Bakers Delight Canberrcanberra     Actau,4.50,,3925.52,
11/12/2018,Visa Purchase                 08Dec Paypal *Uber Au      402935773,24.50,,3901.02,
13/12/2018,Eftpos Purchase               13Dec18:29 Coles 4787            Canberra        Au,6.00,,3895.02,
13/12/2018,Visa Purchase                 08Dec Amazon Mktplc Au     Sydney So,86.00,,3809.02,
15/12/2018,Eftpos Purchase               15Dec15:07 Pushys Plus        \Fyshwick          Au,59.90,,3749.12,
15/12/2018,Eftpos Purchase               15Dec16:02 Officeworks 0261      Fyshwick        Au,2.90,,3746.22,
15/12/2018,Eftpos Purchase               15Dec16:50 Officeworks 0261      Fyshwick        Au,26.00,,3720.22,
17/12/2018,Eftpos Purchase               16Dec10:57 The Coffee Club Maju  Majura          Au,4.60,,3715.62,
17/12/2018,Eftpos Purchase               16Dec11:51 Woolworths      1419  Canb Airport Actau,61.86,,3653.76,
17/12/2018,Eftpos Purchase               16Dec18:59 The Pedlar Pty Limit  Campbell     Actau,39.00,,3614.76,
17/12/2018,Eftpos Purchase               16Dec19:25 The Pedlar Pty Limit  Campbell     Actau,8.00,,3606.76,
17/12/2018,Internet Withdrawal           17Dec20:44 First Deposit,2.00,,3604.76,
17/12/2018,Internet Deposit              17Dec20:46 Moving Out,,43734.87,47339.63,
17/12/2018,Internet Deposit              17Dec20:49 Close,,.02,47339.65,
18/12/2018,Internet Withdrawal           18Dec05:50 Opening Transfer,1.00,,47338.65,
18/12/2018,Visa Purchase                 16Dec Paypal *Photovideoa  402935773,24.95,,47313.70,
19/12/2018,Eftpos Purchase               19Dec08:13 Officeworks 0261      Fyshwick        Au,5.80,,47307.90,
19/12/2018,Eftpos Purchase               19Dec18:02 Coles Express 1574    Fyshwick        Au,20.00,,47287.90,
19/12/2018,Jackson  Dearing Opening Transfer,,1.00,47288.90,
19/12/2018,Jackson  Dearing First Deposit,,2.00,47290.90,
19/12/2018,Cea Research & D Jd1,,1706.02,48996.92,
20/12/2018,Eftpos Purchase               20Dec20:57 Coles 4787            Canberra        Au,58.85,,48938.07,
20/12/2018,Eftpos Purchase               20Dec21:02 Liquorland 2433       Canberra        Au,31.00,,48907.07,
20/12/2018,Eftpos Purchase               20Dec21:05 Coles 4787            Canberra        Au,3.00,,48904.07,
20/12/2018,Eftpos Purchase               20Dec21:11 Big W           0122  Canberra Cit Actau,7.50,,48896.57,
21/12/2018,Eftpos Purchase               21Dec19:36 Gema Catering Ato  \Silverwater       Au,30.00,,48866.57,
22/12/2018,Eftpos Purchase               22Dec12:39 Knead Patisserie Pty  Campbell        Au,3.50,,48863.07,
22/12/2018,Visa Purchase                 21Dec Ola Ride Payment     Melbourne,4.54,,48858.53,
24/12/2018,Eftpos Purchase               23Dec09:19 Officeworks 0262      Braddon         Au,.30,,48858.23,
24/12/2018,Eftpos Purchase               23Dec09:37 Officeworks 0262      Braddon         Au,8.70,,48849.53,
24/12/2018,Eftpos Purchase               23Dec09:43 Officeworks 0262      Braddon         Au,.80,,48848.73,
24/12/2018,Eftpos Purchase               23Dec10:58 Roso Cc Pty Ltd       Canberra        Au,32.00,,48816.73,
24/12/2018,Eftpos Purchase               23Dec11:16 Coles 4787            Canberra        Au,49.99,,48766.74,
24/12/2018,Eftpos Purchase               23Dec18:46 Broddogs              Fyshwick     Actau,38.00,,48728.74,
24/12/2018,Eftpos Purchase               24Dec08:21 Relay (Cbr101)        Pialligo     Actau,4.20,,48724.54,
24/12/2018,Eftpos Purchase               24Dec14:13 Kmart 1021            West Lakes      Au,30.30,,48694.24,
24/12/2018,Atm Withdrawal                24Dec14:18 Banksa                West Lakes   5  Au,400.00,,48294.24,
24/12/2018,Eftpos Purchase               24Dec14:49 Target 5394           West Lakes      Au,6.00,,48288.24,
24/12/2018,Visa Purchase                 21Dec Paypal *Google Googl 402935773,2.49,,48285.75,
24/12/2018,Visa Purchase                 21Dec Ola Ride Payment     Melbourne,14.22,,48271.53,
24/12/2018,Visa Purchase                 21Dec Paypal *Adobesystem  402935773,14.29,,48257.24,
27/12/2018,Internet Withdrawal           25Dec08:41 To 805-050 102394008,2.00,,48255.24,
27/12/2018,Internet Withdrawal           25Dec08:42 To 805-050 102394010,1.00,,48254.24,
27/12/2018,Kyle Earl,,401.00,48655.24,
27/12/2018,Visa Purchase                 23Dec Ola Ride Payment     Melbourne,14.21,,48641.03,
28/12/2018,Visa Purchase                 24Dec Vodafone             North Syd,36.15,,48604.88,
29/12/2018,Internet Withdrawal           29Dec08:43 To 805-050 102394008,300.00,,48304.88,
29/12/2018,Eftpos Purchase               29Dec13:54 Jamaica Blue          Westlakes    Sa Au,3.50,,48301.38,
29/12/2018,Eftpos Purchase               29Dec21:02 Reading Westlakes  \West Lakes        Au,13.50,,48287.88,
31/12/2018,Eftpos Purchase               30Dec14:26 Kmart 1021            West Lakes      Au,20.00,,48267.88,
31/12/2018,Ctrlink Yth All 7E1A5176503632098A,,298.20,48566.08,
31/12/2018,Eftpos Purchase               31Dec14:13 Muffin Break W Lakes  West Lakes   Sa Au,4.00,,48562.08,
31/12/2018,Atm Withdrawal                31Dec14:55 Rediatm Westfield      West Lakes   05Au,200.00,,48362.08,
31/12/2018,Internet Withdrawal           31Dec17:29 To 805-050 102394010,48362.08,,.00,
02/01/2019,Cea Research & D Jd1,,978.46,978.46,
03/01/2019,Internet Deposit              02Jan23:10 From 1340081616440,,9.58,988.04,
04/01/2019,Internet Withdrawal           03Jan23:04 To 805-050 102394010,938.04,,50.00,
08/01/2019,Visa Purchase                 05Jan Paypal *Spotify      353143690,5.99,,44.01,
09/01/2019,Visa Purchase                 07Jan Ola Ride Payment     Melbourne,18.54,,25.47,
12/01/2019,Visa Purchase                 10Jan Amazon Mktplc Au     Sydney So,3.22,,22.25,
15/01/2019,Visa Purchase                 13Jan Ola Ride Payment     Melbourne,8.40,,13.85,
16/01/2019,Cea Research & D Jd1,,1451.97,1465.82,
18/01/2019,Internet Withdrawal           18Jan11:14 To 805-050 102394008,200.00,,1265.82,
18/01/2019,Internet Withdrawal           18Jan11:15 To 805-050 102394010,1086.52,,179.30,
19/01/2019,Visa Purchase                 18Jan Dbs*Anytime Fitness  Fyshwick,7.50,,171.80,
19/01/2019,Visa Purchase                 18Jan Dbs*Anytime Fitness  Fyshwick,71.80,,100.00,
22/01/2019,Visa Credit                   20Jan Paypal *Google Youtu 402935773,,1.00,101.00,
22/01/2019,Visa Purchase                 20Jan Paypal *Google Youtu 402935773,1.00,,100.00,
23/01/2019,Visa Purchase                 21Jan Paypal *Google Googl 402935773,2.49,,97.51,
23/01/2019,Visa Purchase                 20Jan Paypal *Adobesystem  402935773,14.29,,83.22,
26/01/2019,Visa Purchase                 24Jan Vodafone             North Syd,36.15,,47.07,
29/01/2019,Visa Purchase                 25Jan Ola Ride Payment     Melbourne,16.89,,30.18,
29/01/2019,Visa Purchase                 26Jan Ola Ride Payment     Melbourne,25.53,,4.65,
30/01/2019,Cea Research & D Jd1,,1689.95,1694.60,
02/02/2019,Internet Withdrawal           02Feb00:25 Spending,100.00,,1594.60,
02/02/2019,Internet Withdrawal           02Feb00:25 To 805-050 102394010,1458.70,,135.90,
02/02/2019,Visa Purchase                 01Feb Dbs*Anytime Fitness  Fyshwick,35.90,,100.00,
05/02/2019,Visa Purchase                 02Feb Ola Ride Payment     Melbourne,45.40,,54.60,
08/02/2019,Visa Purchase                 05Feb Paypal *Spotify      353143690,5.99,,48.61,
13/02/2019,Cea Research & D Jd1,,1598.62,1647.23,
16/02/2019,Internet Withdrawal           16Feb07:44 Savings,1511.33,,135.90,
16/02/2019,Visa Purchase                 15Feb Dbs*Anytime Fitness  Fyshwick,35.90,,100.00,
19/02/2019,Visa Purchase                 17Feb Paypal *Crust Pizza  402935773,34.50,,65.50,
22/02/2019,Visa Purchase                 20Feb Paypal *Google Youtu 402935773,14.99,,50.51,
23/02/2019,Visa Purchase                 21Feb Paypal *Google Googl 402935773,2.49,,48.02,
23/02/2019,Visa Purchase                 21Feb Paypal *Adobesystem  402935773,14.29,,33.73,
26/02/2019,Dearing Jackson Phone Bill,,10.00,43.73,
27/02/2019,Cea Research & D Jd1,,1701.50,1745.23,
02/03/2019,Visa Purchase                 01Mar Dbs*Anytime Fitness  Civic,35.90,,1709.33,
02/03/2019,Visa Purchase                 28Feb Paypal *Chemistwh    402935773,51.64,,1657.69,
02/03/2019,Visa Purchase                 28Feb Paypal *Catchofthed  402935773,59.94,,1597.75,
06/03/2019,Cash Deposit,,185.00,1782.75,
08/03/2019,Visa Purchase                 05Mar Paypal *Spotify      353143690,5.99,,1776.76,
14/03/2019,Visa Purchase                 12Mar Adelaide Metro       Adelaide,20.00,,1756.76,
16/03/2019,Visa Purchase                 14Mar Adelaide Metro       Adelaide,15.00,,1741.76,
16/03/2019,Visa Purchase                 15Mar Dbs*Anytime Fitness  Civic,35.90,,1705.86,
23/03/2019,Visa Purchase                 20Mar Paypal *Adobesystem  402935773,14.29,,1691.57,
25/03/2019,Visa Purchase                 21Mar Paypal *Google Googl 402935773,2.49,,1689.08,
26/03/2019,Visa Purchase                 25Mar Vodafone             North Syd,36.15,,1652.93,
27/03/2019,Cea Research & D Jd1,,91.21,1744.14,
28/03/2019,Visa Purchase                 26Mar Adelaide Metro       Adelaide,20.00,,1724.14,
28/03/2019,Visa Purchase                 27Mar Amazon Au            Sydney So,94.99,,1629.15,
30/03/2019,Visa Purchase                 29Mar Dbs*Anytime Fitness  Civic,35.90,,1593.25,
09/04/2019,Visa Purchase                 05Apr Paypal *Spotify      353143690,5.99,,1587.26,
13/04/2019,Visa Purchase                 12Apr Dbs*Anytime Fitness  Civic,35.90,,1551.36,
13/04/2019,Visa Purchase                 11Apr Reading Cinemas      Melbourne,37.50,,1513.86,
13/04/2019,Visa Purchase                 11Apr Adelaide Uni Sports  Adelaide,500.00,,1013.86,
24/04/2019,Ctrlink Yth All 7E1A8140503632098A,,913.20,1927.06,
24/04/2019,Visa Purchase                 21Apr Paypal *Google Googl 402935773,2.49,,1924.57,
24/04/2019,Visa Purchase                 20Apr Paypal *Adobesystem  402935773,14.29,,1910.28,
27/04/2019,Visa Purchase                 26Apr Dbs*Anytime Fitness  Civic,35.90,,1874.38,
29/04/2019,Visa Purchase                 26Apr Vodafone             North Syd,46.15,,1828.23,
30/04/2019,Ctrlink Yth All 7E1A8254503632098A,,299.80,2128.03,
01/05/2019,Visa Purchase                 29Apr Adelaide Metro       Adelaide,40.00,,2088.03,
08/05/2019,Atm Deposit                   08May14:15 Banksa                Adelaide     5  Au,,350.00,2438.03,
08/05/2019,Visa Purchase                 05May Paypal *Spotify      353143690,5.99,,2432.04,
11/05/2019,Visa Purchase                 10May Dbs*Anytime Fitness  Civic,35.90,,2396.14,
13/05/2019,Ctrlink Yth All 7E1A8596503632098A,,304.40,2700.54,
20/05/2019,Visa Purchase                 17May Paypal *Adelaideuni  402935773,50.00,,2650.54,
20/05/2019,Visa Purchase                 17May Paypal *Adelaideuni  402935773,150.00,,2500.54,
21/05/2019,Internet Withdrawal           21May00:32 To 015-010 403410418,10.00,,2490.54,
21/05/2019,Visa Purchase                 18May Olacabs Ride Payment Melbourne,15.32,,2475.22,
21/05/2019,Visa Purchase                 18May Olacabs Ride Payment Melbourne,23.66,,2451.56,
21/05/2019,Visa Purchase                 17May Webjet               Melbourne,275.19,,2176.37,
22/05/2019,Atm Deposit                   22May12:58 Banksa                Adelaide     5  Au,,210.00,2386.37,
23/05/2019,Visa Purchase                 21May Paypal *Google Googl 402935773,2.49,,2383.88,
23/05/2019,Visa Purchase                 20May Paypal *Adobesystem  402935773,14.29,,2369.59,
23/05/2019,Visa Purchase                 21May Adelaide Metro       Adelaide,50.00,,2319.59,
25/05/2019,Visa Purchase                 24May Dbs*Anytime Fitness  Adelaide,35.90,,2283.69,
27/05/2019,Ctrlink Yth All 7E1A8976503632098A,,304.40,2588.09,
27/05/2019,Visa Purchase                 24May Vodafone             North Syd,36.19,,2551.90,
30/05/2019,Visa Purchase                 27May Airbnb * Hmaqdfwqbm  Surry Hil,67.37,,2484.53,
03/06/2019,Visa Purchase                 31May Transportfornsw Opal Chippenda,20.00,,2464.53,
08/06/2019,Visa Purchase                 05Jun Paypal *Spotify      353143690,5.99,,2458.54,
08/06/2019,Visa Purchase                 07Jun Dbs*Anytime Fitness  Adelaide,35.90,,2422.64,
10/06/2019,Ctrlink Yth All 7E1A9356503632098A,,304.40,2727.04,
13/06/2019,Internet Withdrawal           13Jun08:39 To 805-050 102394008,200.00,,2527.04,
